1,1.000000,1.000000,1.000000,0.000223
2,0.500000,0.677500,0.750000,0.000277
3,0.444444,0.612222,0.777778,0.000486
4,0.437500,0.618125,0.750000,0.000750
5,0.440000,0.586000,0.760000,0.001041
6,0.416667,0.588056,0.750000,0.001433
7,0.469388,0.598367,0.755102,0.001900
8,0.437500,0.588906,0.703125,0.002817
9,0.444444,0.586790,0.691358,0.002980
10,0.470000,0.590800,0.710000,0.003698
11,0.454545,0.594215,0.727273,0.004049
12,0.479167,0.588750,0.666667,0.004616
13,0.502959,0.591065,0.692308,0.005827
14,0.515306,0.595153,0.678571,0.006644
15,0.506667,0.585733,0.680000,0.007424
16,0.503906,0.593711,0.683594,0.008329
17,0.522491,0.595260,0.671280,0.009432
18,0.509259,0.587654,0.679012,0.010334
19,0.512465,0.594654,0.681440,0.011956
20,0.497500,0.587475,0.675000,0.012929
21,0.512472,0.586395,0.664399,0.013976
22,0.528926,0.596736,0.675620,0.015590
23,0.510397,0.590832,0.671078,0.017190
24,0.532986,0.592899,0.661458,0.018709
25,0.513600,0.589152,0.668800,0.019836
26,0.528107,0.603269,0.680473,0.021637
27,0.532236,0.587558,0.654321,0.022930
28,0.540816,0.594949,0.645408,0.024517
29,0.539834,0.592307,0.642093,0.031112
30,0.531111,0.591278,0.644444,0.030868
31,0.548387,0.600312,0.659729,0.030845
32,0.540039,0.589180,0.643555,0.032298
33,0.530762,0.594178,0.655647,0.034551
34,0.537197,0.592647,0.646194,0.036843
35,0.537143,0.588016,0.642449,0.038191
36,0.537037,0.589591,0.641204,0.040758
37,0.534697,0.591432,0.653762,0.043645
38,0.540166,0.591233,0.646122,0.045068
39,0.529915,0.589204,0.645628,0.047628
40,0.543125,0.594806,0.637500,0.050007
41,0.542534,0.593284,0.637121,0.052898
42,0.545918,0.591077,0.630952,0.055367
43,0.545700,0.589108,0.645214,0.057796
44,0.541322,0.589401,0.641012,0.059804
45,0.543210,0.592163,0.636543,0.063114
46,0.547732,0.592457,0.634216,0.065833
47,0.545043,0.591105,0.636487,0.068707
48,0.546007,0.590751,0.634983,0.070512
49,0.545190,0.592474,0.635569,0.073628
50,0.550400,0.593436,0.632400,0.078486
51,0.555556,0.590780,0.633218,0.081878
52,0.544379,0.593635,0.630917,0.083867
53,0.558206,0.592848,0.629049,0.086387
54,0.559671,0.595610,0.636145,0.089072
55,0.554050,0.594152,0.640000,0.093645
56,0.551658,0.589525,0.628508,0.096178
57,0.560788,0.591874,0.631271,0.099522
58,0.552913,0.590485,0.632878,0.106114
59,0.559322,0.592562,0.636599,0.113886
60,0.559722,0.595825,0.629722,0.119171
61,0.554421,0.593010,0.632357,0.117652
62,0.557232,0.594139,0.631634,0.121526
63,0.554044,0.590023,0.625598,0.126420
64,0.563232,0.593069,0.632812,0.127792
65,0.565680,0.595181,0.639053,0.131235
66,0.556015,0.594874,0.636823,0.135748
67,0.555803,0.593486,0.632435,0.140085
68,0.555363,0.589397,0.627595,0.143550
69,0.556816,0.590332,0.631380,0.147566
70,0.565510,0.591549,0.620408,0.152802
71,0.556437,0.592783,0.629439,0.156659
72,0.563850,0.595683,0.627122,0.161060
73,0.563520,0.589685,0.625258,0.164907
74,0.555332,0.593519,0.623083,0.172102
75,0.558400,0.591589,0.620978,0.173218
76,0.564058,0.594488,0.634695,0.177163
77,0.565525,0.591773,0.623714,0.182680
78,0.558021,0.592069,0.621795,0.186710
79,0.569620,0.594142,0.624099,0.192192
80,0.555625,0.588834,0.620000,0.195275
81,0.563786,0.595351,0.630392,0.200155
82,0.566181,0.592145,0.620910,0.205095
83,0.559152,0.590952,0.623603,0.211382
84,0.566610,0.591803,0.616922,0.215976
85,0.566920,0.592804,0.619239,0.229390
86,0.556111,0.589600,0.636425,0.224756
87,0.559387,0.593924,0.623993,0.233208
88,0.560305,0.594917,0.632102,0.249127
89,0.565838,0.594282,0.624795,0.260634
90,0.558889,0.590281,0.617284,0.259072
91,0.562975,0.590529,0.621785,0.264414
92,0.568053,0.591424,0.617202,0.264972
93,0.566193,0.591871,0.623772,0.270025
94,0.574921,0.594898,0.629470,0.278385
95,0.568532,0.592533,0.618947,0.284550
96,0.565104,0.593347,0.625217,0.290441
97,0.564566,0.592029,0.614518,0.290882
98,0.565389,0.591481,0.616722,0.294225
99,0.568615,0.594053,0.617488,0.300961
100,0.564900,0.590834,0.617900,0.307454
101,0.565043,0.590573,0.614744,0.316537
102,0.570069,0.595490,0.620627,0.321566
103,0.571213,0.591082,0.613818,0.326628
104,0.563425,0.589619,0.613813,0.330588
105,0.569070,0.592656,0.621043,0.352544
106,0.567284,0.593399,0.619794,0.367822
107,0.565290,0.592433,0.619006,0.364237
108,0.570216,0.592467,0.614883,0.369265
109,0.573268,0.593676,0.620991,0.374726
110,0.570909,0.593087,0.619174,0.383025
111,0.565052,0.591445,0.620080,0.388882
112,0.573501,0.596956,0.620137,0.394206
113,0.566450,0.591287,0.616806,0.397870
114,0.570560,0.592321,0.619729,0.401072
115,0.565671,0.591189,0.616786,0.407267
116,0.568817,0.591399,0.610731,0.425609
117,0.570166,0.591912,0.614362,0.427628
118,0.571028,0.592812,0.614622,0.458222
119,0.571923,0.593304,0.622131,0.459325
120,0.576806,0.595859,0.618333,0.458679
121,0.568745,0.592452,0.618742,0.467526
122,0.578272,0.594867,0.611664,0.473868
123,0.566396,0.589864,0.612070,0.470567
124,0.569264,0.591438,0.607895,0.473027
125,0.568768,0.594069,0.619776,0.488007
126,0.573066,0.592234,0.617221,0.565115
127,0.571579,0.594632,0.616591,0.572860
128,0.575439,0.593523,0.616577,0.608882
129,0.571180,0.592446,0.615107,0.618213
130,0.573018,0.591341,0.611006,0.621793
131,0.569664,0.592930,0.616398,0.631132
132,0.570363,0.592543,0.613062,0.613525
133,0.571089,0.593096,0.615693,0.611801
134,0.573235,0.592464,0.619514,0.627893
135,0.578711,0.594989,0.614211,0.635877
136,0.575314,0.593338,0.614511,0.668710
137,0.573232,0.594090,0.618307,0.672427
138,0.575299,0.594868,0.619723,0.674471
139,0.571968,0.592648,0.614875,0.677090
140,0.571122,0.591509,0.613571,0.660382
141,0.573412,0.593042,0.617776,0.665106
142,0.574539,0.592187,0.614213,0.673226
143,0.571079,0.593335,0.615923,0.693669
144,0.571422,0.591624,0.612895,0.736122
145,0.575648,0.592792,0.613080,0.728207
146,0.576187,0.591733,0.613342,0.734648
147,0.570040,0.591425,0.607987,0.705768
148,0.571585,0.593042,0.610665,0.713280
149,0.572272,0.592881,0.612765,0.738778
150,0.576311,0.593983,0.612756,0.751819
151,0.575764,0.592827,0.613219,0.793847
152,0.573191,0.593093,0.612188,0.780522
153,0.570977,0.591391,0.609936,0.781388
154,0.571808,0.592347,0.609462,0.757262
155,0.573819,0.593800,0.616441,0.822597
156,0.574047,0.591151,0.613536,0.831310
157,0.571788,0.592439,0.614995,0.903206
158,0.574748,0.591522,0.611400,0.891465
159,0.571259,0.591508,0.612832,0.883453
160,0.575273,0.590339,0.610508,0.867695
161,0.576251,0.594130,0.616952,0.896715
162,0.575560,0.591971,0.609854,0.930009
163,0.577816,0.593211,0.611540,0.954809
164,0.576591,0.594393,0.614738,0.961041
165,0.573701,0.592410,0.611166,0.939951
166,0.577152,0.595253,0.612317,0.942628
167,0.572484,0.590088,0.608089,0.967300
168,0.575432,0.592342,0.611359,1.025894
169,0.577991,0.593957,0.613949,1.027300
170,0.569239,0.592512,0.610865,0.984532
171,0.575083,0.591992,0.608461,0.994678
172,0.574297,0.592410,0.614082,1.040191
173,0.577901,0.592176,0.610745,1.086070
174,0.575571,0.592440,0.606949,1.086765
175,0.575902,0.593084,0.611298,1.054965
176,0.576414,0.592444,0.608858,1.063403
177,0.575314,0.593609,0.611223,1.123309
178,0.573854,0.591145,0.610655,1.223640
179,0.576449,0.593938,0.610842,1.191039
180,0.575988,0.593293,0.612191,1.173737
181,0.573243,0.592293,0.612252,1.212342
182,0.574387,0.592221,0.608984,1.254578
183,0.577055,0.592655,0.609006,1.222971
184,0.574285,0.591332,0.610143,1.200013
185,0.578408,0.594373,0.612359,1.233761
186,0.576425,0.591657,0.607209,1.292648
187,0.575853,0.592601,0.609826,1.269724
188,0.578203,0.592690,0.607147,1.258279
189,0.574480,0.591572,0.609193,1.283815
190,0.576648,0.593290,0.609889,1.310961
191,0.576602,0.593165,0.607275,1.277684
192,0.576687,0.592170,0.606906,1.277573
193,0.577358,0.592931,0.610996,1.341706
194,0.578781,0.593485,0.612552,1.350550
195,0.573886,0.590885,0.606233,1.293493
196,0.579420,0.591962,0.608236,1.302154
197,0.577984,0.592144,0.605555,1.394970
198,0.574457,0.592475,0.607515,1.386063
199,0.577435,0.592523,0.606828,1.369308
200,0.579975,0.594726,0.610750,1.426775
201,0.573451,0.592548,0.610653,1.496590
202,0.579478,0.594184,0.608543,1.464163
203,0.580165,0.593779,0.611444,1.448126
204,0.578287,0.594616,0.612433,1.540383
205,0.577466,0.593054,0.608162,1.519148
206,0.579107,0.593004,0.608752,1.470897
207,0.576256,0.592779,0.606922,1.545890
208,0.575767,0.590775,0.605515,1.582788
209,0.577185,0.592349,0.608640,1.613681
210,0.575283,0.593890,0.609184,1.682573
211,0.579187,0.594021,0.609420,1.715813
212,0.574159,0.591737,0.609959,1.637646
213,0.574952,0.592563,0.608587,1.702841
214,0.576666,0.592255,0.608044,1.745110
215,0.575879,0.592546,0.606771,1.672987
216,0.578897,0.593911,0.609611,1.752643
217,0.577184,0.591347,0.604706,1.784897
218,0.576572,0.591980,0.605147,1.712366
219,0.580722,0.593858,0.608640,1.875365
220,0.581550,0.594136,0.606674,1.861596
221,0.581028,0.593159,0.606540,1.826743
222,0.577591,0.591709,0.606525,1.929767
223,0.579662,0.592787,0.606025,1.857998
224,0.582270,0.594126,0.608837,1.871582
225,0.578311,0.592957,0.608375,1.926345
226,0.578393,0.593767,0.608094,1.856158
227,0.578218,0.591849,0.609598,1.959659
228,0.578255,0.592981,0.608283,1.906970
229,0.582483,0.592040,0.605728,1.864604
230,0.578998,0.592282,0.610227,1.989441
231,0.580799,0.592209,0.605705,1.888027
232,0.581376,0.593889,0.608390,1.963927
233,0.578570,0.592720,0.608466,1.968968
234,0.577434,0.590947,0.603623,1.912944
235,0.581802,0.594311,0.607931,2.122104
236,0.580634,0.594390,0.611031,2.065736
237,0.577365,0.591727,0.604515,2.159044
238,0.581403,0.594216,0.606613,2.134887
239,0.579016,0.592199,0.604874,2.088709
240,0.577257,0.591356,0.605625,2.161693
241,0.578020,0.591179,0.604483,2.080189
242,0.579605,0.592845,0.605321,2.231379
243,0.578316,0.592105,0.608037,2.207189
244,0.579565,0.591667,0.603635,2.359094
245,0.578026,0.592046,0.604148,2.364292
246,0.578227,0.592307,0.607608,2.400919
247,0.579570,0.592193,0.606583,2.395250
248,0.578092,0.591888,0.607066,2.416809
249,0.579781,0.592362,0.605635,2.424252
250,0.580656,0.593166,0.605920,2.451175
251,0.578594,0.591919,0.604086,2.500033
252,0.577570,0.592049,0.606749,2.557995
253,0.580825,0.593355,0.605774,2.538370
254,0.580368,0.593308,0.607834,2.571464
255,0.579362,0.592752,0.608643,2.541645
256,0.584503,0.594671,0.608078,2.556455
257,0.576905,0.591811,0.607261,2.548055
258,0.579112,0.592581,0.608888,2.567436
259,0.581044,0.592765,0.610188,2.562632
260,0.578506,0.593681,0.606568,2.609707
261,0.578544,0.592822,0.604747,2.594634
262,0.580677,0.593138,0.608036,2.640771
263,0.579739,0.593853,0.608741,2.573540
264,0.580679,0.592783,0.604181,2.636233
265,0.579566,0.592944,0.605497,2.578675
266,0.577916,0.592847,0.607383,2.682405
267,0.579865,0.592216,0.606447,2.619128
268,0.579695,0.592674,0.608571,2.772399
269,0.578903,0.592087,0.607413,2.688434
270,0.579931,0.593443,0.605295,2.767842
271,0.581337,0.593477,0.605820,2.779633
272,0.579206,0.594020,0.609280,2.792895
273,0.583545,0.592047,0.602826,2.834442
274,0.579599,0.591953,0.603135,2.854917
275,0.582096,0.593911,0.607458,3.146523
276,0.580642,0.591843,0.605269,3.112641
277,0.578947,0.592042,0.603005,3.131851
278,0.579991,0.591821,0.605740,3.154209
279,0.580298,0.592636,0.604707,3.142991
280,0.581531,0.592247,0.604694,3.237674
281,0.580932,0.593378,0.608478,3.199335
282,0.577323,0.591992,0.605679,3.243448
283,0.575734,0.593457,0.610371,3.283900
284,0.581172,0.593411,0.606911,3.272239
285,0.581360,0.592483,0.604703,3.246399
286,0.579564,0.593064,0.605189,3.327001
287,0.583715,0.593951,0.603832,3.267729
288,0.581995,0.592596,0.607169,3.285464
289,0.579878,0.593379,0.608302,3.281658
290,0.579964,0.592766,0.603353,3.324784
291,0.581524,0.593492,0.608436,3.314045
292,0.580620,0.592710,0.603819,3.339103
293,0.580473,0.593790,0.606623,3.306021
294,0.580696,0.592460,0.603499,3.314613
295,0.581994,0.592924,0.606240,3.342904
296,0.581663,0.593088,0.605163,3.393924
297,0.581539,0.593197,0.604541,3.396477
298,0.580154,0.592143,0.604894,3.431800
299,0.580598,0.592108,0.604400,3.471562
300,0.584322,0.593984,0.605667,3.474555
